"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Age"
"1042","Brunswick West","47 Everett St",4,"h",1250000,"VB","Nelson","9/09/2017",5.2,3055,4,2,2,600,180,2004,"",-37.75465,144.94144,"Northern Metropolitan",7082,19
"1043","Bundoora","36 Ormond Bvd",4,"h",758000,"S","Ray","9/09/2017",12.1,3083,4,3,2,331,331,2010,"",-37.67998,145.07345,"Northern Metropolitan",10175,13
"1044","Burwood","15 Wattlebird Ct",4,"h",1750000,"S","Fletchers","9/09/2017",10.4,3125,4,2,4,514,258,2000,"",-37.84248,145.10181,"Southern Metropolitan",5678,23
"1045","Deer Park","37 Lee St",3,"h",589000,"S","hockingstuart","9/09/2017",14.8,3023,3,2,2,544,125,1996,"",-37.7687,144.75833,"Western Metropolitan",6388,27
"1046","Eltham North","15 Marian Ct",4,"h",950000,"PI","Buckingham","9/09/2017",18,3095,4,2,2,651,198,1990,"",-37.68739,145.14437,"Eastern Metropolitan",2346,33
"1047","Hoppers Crossing","22 Claremont Cr",3,"h",510000,"S","Reliance","9/09/2017",18.4,3029,3,1,2,600,129,1975,"",-37.8835,144.68447,"Western Metropolitan",13830,48
"1048","Keilor","10 Melville Cl",3,"h",678500,"S","Daniel","9/09/2017",14.5,3036,3,1,2,539,104,1975,"",-37.71296,144.82223,"Western Metropolitan",2339,48
"1049","Keilor Downs","2 Ajax Cl",4,"h",720000,"S","Brad","9/09/2017",15.5,3038,4,2,2,660,177,1985,"",-37.72086,144.794,"Western Metropolitan",3656,38
"1050","Meadow Heights","13 Manna Ct",3,"h",473000,"S","Stockdale","9/09/2017",17.4,3048,3,1,2,501,129,1992,"",-37.64343,144.91193,"Northern Metropolitan",4704,31
"1051","Mill Park","3 Rosehill Ct",4,"h",757000,"S","Darren","9/09/2017",17.9,3082,4,2,3,800,270,1985,"",-37.67217,145.0642,"Northern Metropolitan",10529,38
"1052","Mitcham","53 Dunlavin Rd",4,"h",1200000,"VB","Fletchers","9/09/2017",17.2,3132,4,3,2,367,334,2015,"",-37.81338,145.18551,"Eastern Metropolitan",6871,8
"1053","Moonee Ponds","11 Murray St",3,"h",1240000,"S","Jellis","9/09/2017",6.2,3039,3,2,2,784,172,2007,"",-37.75947,144.92542,"Western Metropolitan",6232,16
"1054","Niddrie","63 Nolan St",4,"h",1370000,"S","Nelson","9/09/2017",10.4,3042,4,3,2,634,251,2017,"",-37.74101,144.88478,"Western Metropolitan",2291,6
"1055","Port Melbourne","1 Princes Pl",3,"h",1845000,"S","Greg","9/09/2017",3.5,3207,3,3,2,114,240,2009,"",-37.83981,144.9364,"Southern Metropolitan",8648,14
"1056","Wantirna","1 Newlands Ct",4,"h",925000,"S","Ray","9/09/2017",14.7,3152,4,3,4,534,176,1975,"",-37.85298,145.23935,"Eastern Metropolitan",5424,48
"1057","Werribee","1 Scott St",4,"h",621000,"S","hockingstuart","9/09/2017",14.7,3030,4,2,2,556,177,2001,"",-37.89463,144.66857,"Western Metropolitan",16166,22
"1058","Beaumaris","19 Bolton St",5,"h",3778000,"S","Buxton","16/09/2017",17.3,3193,5,4,4,1254,465,1980,"",-37.97775,145.02754,"Southern Metropolitan",5366,43
"1059","Blackburn","27 Gerald St",4,"h",1850000,"VB","Noel","16/09/2017",13.4,3130,4,2,2,628,287,2012,"",-37.82942,145.16714,"Eastern Metropolitan",5713,11
"1060","Blackburn South","152 Middleborough Rd",4,"h",1100000,"S","Ray","16/09/2017",13.4,3130,4,3,2,592,168,2017,"",-37.84307,145.13419,"Eastern Metropolitan",4387,6
"1061","Brunswick","5 McPherson St",4,"h",1820000,"PI","Jellis","16/09/2017",5.2,3056,4,2,2,317,288,2017,"",-37.75792,144.97218,"Northern Metropolitan",11918,6
"1062","Bundoora","54 Linacre Dr",5,"h",1505000,"S","Barry","16/09/2017",12.1,3083,5,3,2,659,179,2015,"",-37.68591,145.07825,"Northern Metropolitan",10175,8
"1063","Carnegie","22A Mernda Av",3,"h",1508000,"S","Ray","16/09/2017",10.1,3163,3,2,2,338,147,2011,"",-37.89235,145.04954,"Southern Metropolitan",7822,12
"1064","Coburg","7 Kewarren Ct",4,"h",975000,"SP","Nelson","16/09/2017",6.7,3058,4,2,2,301,209,2005,"",-37.73697,144.97568,"Northern Metropolitan",11204,18
"1065","Doncaster East","5 Ryder Ct",5,"h",1330000,"S","Parkes","16/09/2017",14.3,3109,5,3,3,751,439,1980,"",-37.76431,145.17778,"Eastern Metropolitan",10999,43
"1066","Glen Waverley","31 Chapman Bvd",3,"h",1275000,"S","hockingstuart","16/09/2017",16.7,3150,3,2,2,714,164,1973,"",-37.88809,145.19011,"Eastern Metropolitan",15321,50
"1067","Glen Waverley","50 Madigan Dr",5,"h",1480000,"S","Barry","16/09/2017",16.7,3150,5,2,2,718,237,1980,"",-37.8888,145.18692,"Eastern Metropolitan",15321,43
"1068","Greensborough","34 Crana Gr",3,"h",922000,"S","Morrison","16/09/2017",16.1,3088,3,2,2,587,200,1979,"",-37.68569,145.10902,"Northern Metropolitan",8524,44
"1069","Greensborough","6 Murumba St",4,"h",865000,"S","Morrison","16/09/2017",16.1,3088,4,2,2,734,211,1980,"",-37.6929,145.1272,"Northern Metropolitan",8524,43
"1070","Hillside","110 Allenby Rd",4,"h",628000,"S","Barry","16/09/2017",18,3037,4,2,1,480,120,2003,"",-37.70228,144.74316,"Western Metropolitan",5556,20
"1071","Hillside","3 Dryburgh Pl",3,"h",645500,"S","Prof.","16/09/2017",18,3037,3,2,2,719,155,2000,"",-37.6883,144.74225,"Western Metropolitan",5556,23
"1072","Hoppers Crossing","9 Matthew Cl",4,"h",525000,"SP","One","16/09/2017",18.4,3029,4,2,2,452,134,1993,"",-37.87517,144.67094,"Western Metropolitan",13830,30
"1073","Keilor East","16 Ash Gr",4,"h",1230000,"S","Nelson","16/09/2017",11.7,3033,4,4,2,538,127,1990,"",-37.74975,144.86895,"Western Metropolitan",5629,33
"1074","Meadow Heights","25 Darebin Ct",3,"h",370000,"S","YPA","16/09/2017",17.4,3048,3,1,1,784,95,1978,"",-37.65877,144.91191,"Northern Metropolitan",4704,45
"1075","Mill Park","9 Taree Pl",4,"h",9e+05,"S","Love","16/09/2017",17.9,3082,4,2,2,609,231,2003,"",-37.65898,145.08245,"Northern Metropolitan",10529,20
"1076","Mount Waverley","37 Illuka Cr",5,"h",2420000,"SP","LLC","16/09/2017",14.2,3149,5,5,2,757,503,1975,"",-37.8875,145.14467,"Eastern Metropolitan",13366,48
"1077","Mulgrave","1 Sneddon Ct",4,"h",1100000,"S","RW","16/09/2017",18.8,3170,4,2,2,748,152,1996,"",-37.9265,145.19758,"South-Eastern Metropolitan",7113,27
"1078","Newport","70 Anderson St",3,"h",1262000,"SP","Williams","16/09/2017",6.2,3015,3,2,2,343,110,1980,"",-37.84461,144.87515,"Western Metropolitan",5498,43
"1079","Newport","8 Brown St",4,"h",1210000,"S","Sweeney","16/09/2017",6.2,3015,4,1,0,325,160,1983,"",-37.84373,144.88604,"Western Metropolitan",5498,40
"1080","Point Cook","18 Creswick Dr",4,"h",765000,"S","LJ","16/09/2017",14.7,3030,4,2,2,612,219,2004,"",-37.88177,144.74221,"Western Metropolitan",15542,19
"1081","Point Cook","38 Yuruga Bvd",4,"h",635000,"S","hockingstuart","16/09/2017",14.7,3030,4,2,2,334,244,2000,"",-37.90584,144.74858,"Western Metropolitan",15542,23
"1082","Sunshine North","117 Berkshire Rd",4,"h",665000,"S","Douglas","16/09/2017",10.5,3020,4,2,3,600,183,1975,"",-37.76482,144.83375,"Western Metropolitan",4217,48
"1083","Surrey Hills","29 Essex Rd",4,"h",1810000,"S","Garvey","16/09/2017",10.2,3127,4,3,2,349,223,1997,"",-37.82832,145.09242,"Southern Metropolitan",5457,26
"1084","Templestowe","36 Newmans Rd",5,"h",1930000,"S","Jellis","16/09/2017",15.5,3106,5,3,2,807,377,2000,"",-37.75245,145.15283,"Eastern Metropolitan",6202,23
"1085","Thomastown","4 Charlton Pl",3,"h",750000,"S","HAR","16/09/2017",15.3,3074,3,2,2,536,169,1980,"",-37.67666,144.99161,"Northern Metropolitan",7955,43
"1086","Viewbank","2 Country La",3,"h",1009000,"S","Jellis","16/09/2017",8.9,3084,3,2,2,663,136,1980,"",-37.7417,145.0958,"Eastern Metropolitan",2698,43
"1087","Wantirna South","12 McLean Ct",4,"h",1440000,"S","Ray","16/09/2017",14.7,3152,4,3,6,717,247,1985,"",-37.87831,145.24575,"Eastern Metropolitan",7082,38
"1088","Werribee","81 Parramatta Rd",3,"h",470000,"S","Reliance","16/09/2017",14.7,3030,3,1,2,640,125,1985,"",-37.88537,144.65337,"Western Metropolitan",16166,38
"1089","Werribee","1/4 Tedesco Ct",3,"h",515000,"SP","YPA","16/09/2017",14.7,3030,3,2,1,251,194,2012,"",-37.90918,144.68325,"Western Metropolitan",16166,11
"1090","Werribee","94 Wattle Av",4,"h",603500,"SP","YPA","16/09/2017",14.7,3030,4,2,4,650,184,1994,"",-37.90336,144.67918,"Western Metropolitan",16166,29
"1091","Williams Landing","22 Bushlark Cr",3,"h",555000,"SP","hockingstuart","16/09/2017",17.6,3027,3,2,2,265,25,2014,"",-37.85504,144.73516,"Western Metropolitan",1999,9
"1092","Albanvale","35 Angelique Gr",3,"h",506000,"S","hockingstuart","19/08/2017",14,3021,3,1,2,544,120,1980,"",-37.74965,144.77009,"Western Metropolitan",1899,43
"1093","Ashburton","21 Warner Av",4,"h",1920000,"S","Jellis","19/08/2017",10.2,3147,4,3,2,391,203,2016,"",-37.86664,145.08597,"Southern Metropolitan",3052,7
"1094","Balwyn North","58 Fortuna Av",4,"h",2e+06,"PI","hockingstuart","19/08/2017",9.7,3104,4,3,4,958,255,2015,"",-37.78662,145.07683,"Southern Metropolitan",7809,8
"1095","Balwyn North","8 Hillview Rd",4,"h",2270000,"PI","Barry","19/08/2017",9.7,3104,4,2,2,654,334,2010,"",-37.78458,145.07912,"Southern Metropolitan",7809,13
"1096","Brighton","2A Hillcrest Av",4,"h",1850000,"VB","Jellis","19/08/2017",10.5,3186,4,3,3,421,170,2000,"",-37.90542,145.00604,"Southern Metropolitan",10579,23
"1097","Caulfield South","37 Saturn St",5,"h",2450000,"PI","Gary","19/08/2017",8.7,3162,5,4,2,554,312,2017,"",-37.89718,145.01657,"Southern Metropolitan",5051,6
"1098","Clarinda","13 Dyer Ct",5,"h",883300,"S","Gary","19/08/2017",17.5,3169,5,2,2,402,177,1980,"",-37.94452,145.11108,"South-Eastern Metropolitan",2727,43
"1099","Clarinda","6 Rosewall Pl",3,"h",790000,"S","C21","19/08/2017",17.5,3169,3,1,2,532,114,1975,"",-37.93765,145.10583,"South-Eastern Metropolitan",2727,48
"1100","Donvale","416 Serpells Tce",4,"h",1200000,"PI","Barry","19/08/2017",16.1,3111,4,2,2,375,254,1998,"",-37.77559,145.17933,"Eastern Metropolitan",4790,25
"1101","Donvale","2/9 Standring Cl",3,"h",988000,"S","Barry","19/08/2017",16.1,3111,3,2,2,243,150,2012,"",-37.78298,145.17682,"Eastern Metropolitan",4790,11
"1102","Eltham","5 Thomas St",3,"h",810000,"VB","Morrison","19/08/2017",18,3095,3,2,2,868,135,1980,"",-37.70659,145.16345,"Eastern Metropolitan",6990,43
"1103","Eltham North","3 Michael Ct",6,"h",1115000,"S","Barry","19/08/2017",18,3095,6,3,4,966,332,1990,"",-37.68927,145.1491,"Eastern Metropolitan",2346,33
"1104","Elwood","4/130 Tennyson St",3,"h",1380000,"S","hockingstuart","19/08/2017",7.2,3184,3,1,2,1730,152,2001,"",-37.8797,144.99089,"Southern Metropolitan",8989,22
"1105","Essendon","83 Nimmo St",4,"h",1600000,"S","Nelson","19/08/2017",7.5,3040,4,4,3,543,259,2015,"",-37.74633,144.89644,"Western Metropolitan",9264,8
"1106","Glenroy","8A Finchley Av",4,"h",831000,"S","Ray","19/08/2017",11.2,3046,4,3,3,708,175,2007,"",-37.70317,144.91396,"Northern Metropolitan",8870,16
"1107","Gowanbrae","85 Marigold Cr",4,"h",931000,"S","Nelson","19/08/2017",12.9,3043,4,2,2,462,212,2008,"",-37.69953,144.89941,"Western Metropolitan",1071,15
"1108","Hillside","3 Silvana Wy",3,"h",478000,"S","Barry","19/08/2017",18,3037,3,1,1,318,118,2003,"",-37.70388,144.75259,"Western Metropolitan",5556,20
"1109","Hoppers Crossing","22 Roseland Cr",3,"h",520000,"S","Reliance","19/08/2017",18.4,3029,3,1,2,538,112,1980,"",-37.88531,144.68431,"Western Metropolitan",13830,43
"1110","Jacana","29 Hendricks Cr",4,"h",650000,"S","Stockdale","19/08/2017",14,3047,4,3,1,693,120,1980,"",-37.68196,144.90661,"Northern Metropolitan",851,43
"1111","Keilor East","4 Limestone Av",3,"h",1295000,"S","Jellis","19/08/2017",11.7,3033,3,3,2,326,271,2012,"",-37.74009,144.87787,"Western Metropolitan",5629,11
"1112","Keilor East","9A The Crossway",3,"h",620000,"PI","Nelson","19/08/2017",11.7,3033,3,2,1,292,113,2013,"",-37.74695,144.86625,"Western Metropolitan",5629,10
"1113","Lalor","11 Delmare St",3,"h",7e+05,"S","HAR","19/08/2017",16.3,3075,3,1,1,537,103,1975,"",-37.66958,145.02941,"Northern Metropolitan",8279,48
"1114","Maribyrnong","57 River St",4,"h",1500000,"S","RW","19/08/2017",4.3,3032,4,2,2,650,174,2000,"",-37.77961,144.88587,"Western Metropolitan",4918,23
"1115","Montmorency","2/50 Coventry St",3,"h",756000,"S","Fletchers","19/08/2017",16.2,3094,3,1,2,204,102,2000,"",-37.72266,145.12172,"Eastern Metropolitan",3891,23
"1116","St Albans","29 Gillespie Rd",3,"h",626000,"S","YPA","19/08/2017",14,3021,3,1,2,557,138,1985,"",-37.73497,144.7864,"Western Metropolitan",14042,38
"1117","Sunshine North","19A Park Dr",3,"h",502500,"S","Douglas","19/08/2017",10.5,3020,3,1,3,331,123,1995,"",-37.75962,144.82596,"Western Metropolitan",4217,28
"1118","Templestowe","45 Templemore Dr",4,"h",1150000,"PI","Barry","19/08/2017",15.5,3106,4,2,2,779,185,1980,"",-37.75592,145.16605,"Eastern Metropolitan",6202,43
"1119","Vermont","84 Centre Rd",5,"h",1300000,"S","Noel","19/08/2017",17.2,3133,5,2,2,891,177,1980,"",-37.83691,145.21269,"Eastern Metropolitan",4181,43
"1120","Wantirna South","79 Somes St",5,"h",1235000,"S","Barry","19/08/2017",14.7,3152,5,3,2,634,294,2000,"",-37.88634,145.21601,"Eastern Metropolitan",7082,23
"1121","Werribee","29 Briardale Dr",3,"h",490000,"S","hockingstuart","19/08/2017",14.7,3030,3,2,2,536,141,1990,"",-37.90419,144.63761,"Western Metropolitan",16166,33
"1122","Werribee","31 Hooker Rd",3,"h",412700,"S","hockingstuart","19/08/2017",14.7,3030,3,1,1,299,112,2005,"",-37.89513,144.64056,"Western Metropolitan",16166,18
"1123","Yallambie","39 Fahey Cr",4,"h",1025000,"S","Nelson","19/08/2017",12.7,3085,4,2,2,585,212,2014,"",-37.73022,145.08361,"Northern Metropolitan",1369,9
"1124","Aberfeldie","10 Caroline St",5,"h",1830000,"S","Rendina","23/09/2017",7.5,3040,5,4,4,730,373,2014,"",-37.7595,144.89427,"Western Metropolitan",1543,9
"1125","Altona Meadows","52 Spicer Bvd",4,"h",750000,"S","YPA","23/09/2017",15.5,3028,4,2,2,636,232,1996,"",-37.87941,144.76935,"Western Metropolitan",7630,27
"1126","Balwyn","12 Belmore Rd",5,"h",2580000,"PI","Marshall","23/09/2017",7.9,3103,5,5,2,621,575,2009,"",-37.80199,145.06486,"Southern Metropolitan",5682,14
"1127","Blackburn North","101 Shafer Rd",4,"h",1475000,"PI","Fletchers","23/09/2017",13.4,3130,4,2,2,582,240,2011,"",-37.80505,145.14919,"Eastern Metropolitan",2867,12
"1128","Camberwell","3 Wiringa Av",5,"h",2800000,"VB","Marshall","23/09/2017",7.7,3124,5,2,2,768,254,1990,"",-37.83825,145.08163,"Southern Metropolitan",8920,33
"1129","Caroline Springs","3 Salford La",3,"h",646000,"S","HAR","23/09/2017",14.8,3023,3,1,2,238,171,2004,"",-37.73917,144.72874,"Western Metropolitan",7719,19
"1130","Cheltenham","72 Wilson St",3,"h",1160000,"S","O'Brien","23/09/2017",17.9,3192,3,2,2,534,134,1980,"",-37.9583,145.06041,"Southern Metropolitan",9758,43
"1131","Delahey","4 Adina Pl",3,"h",607500,"S","One","23/09/2017",18,3037,3,2,2,528,142,2000,"",-37.71046,144.77043,"Western Metropolitan",2898,23
"1132","Epping","7 Centurion Ct",3,"h",646000,"S","Love","23/09/2017",19.6,3076,3,2,2,716,114,1979,"",-37.64206,145.03703,"Northern Metropolitan",10926,44
"1133","Epping","376 Dalton Rd",3,"h",625000,"S","Barry","23/09/2017",19.6,3076,3,1,2,534,113,1990,"",-37.65843,145.03091,"Northern Metropolitan",10926,33
"1134","Fawkner","13 Lorne St",4,"h",8e+05,"S","Eview","23/09/2017",13.1,3060,4,3,2,308,203,2015,"",-37.7166,144.97665,"Northern Metropolitan",5070,8
"1135","Fitzroy","32 Cecil St",2,"h",1300000,"S","Woodards","23/09/2017",2.1,3065,2,1,1,125,124,2000,"",-37.79395,144.97698,"Northern Metropolitan",5825,23
"1136","Hampton","4 The Avenue",4,"h",2500000,"VB","Marshall","23/09/2017",13.8,3188,4,2,4,683,199,1980,"",-37.92983,145.00167,"Southern Metropolitan",5454,43
"1137","Highett","17 Nicol St",4,"h",1911000,"S","Buxton","23/09/2017",16,3190,4,3,2,616,302,2005,"",-37.94964,145.02753,"Southern Metropolitan",4794,18
"1138","Kealba","216 Sunshine Av",3,"h",572000,"S","Barry","23/09/2017",14,3021,3,1,2,554,125,1975,"",-37.73522,144.82044,"Western Metropolitan",1202,48
"1139","Lalor","8 Bataan Ct",4,"h",766000,"S","Melbourne","23/09/2017",16.3,3075,4,2,5,541,110,1980,"",-37.66276,145.03074,"Northern Metropolitan",8279,43
"1140","Meadow Heights","13 Haddon Ct",8,"h",741000,"S","Barry","23/09/2017",17.4,3048,8,3,1,1063,101,1980,"",-37.65826,144.92538,"Northern Metropolitan",4704,43
"1141","Mulgrave","12 Brookland Ct",4,"h",1080000,"S","Ray","23/09/2017",18.8,3170,4,2,2,914,204,1980,"",-37.93173,145.19475,"South-Eastern Metropolitan",7113,43
"1142","Newport","32 Agg St",2,"h",1130000,"S","Williams","23/09/2017",6.2,3015,2,1,2,343,98,1980,"",-37.84332,144.87718,"Western Metropolitan",5498,43
"1143","Northcote","39 Winifred St",4,"h",1350000,"S","Ray","23/09/2017",5.3,3070,4,2,2,264,188,1996,"",-37.76898,144.9858,"Northern Metropolitan",11364,27
"1144","Reservoir","19 Smith St",5,"h",1e+06,"VB","Ray","23/09/2017",12,3073,5,2,6,892,361,2004,"",-37.70176,145.0118,"Northern Metropolitan",21650,19
"1145","St Helena","16 Allumba Dr",3,"h",897000,"S","Buckingham","23/09/2017",16.1,3088,3,2,2,684,150,1985,"",-37.68969,145.12366,"Eastern Metropolitan",915,38
"1146","Surrey Hills","3 Arthur St",4,"h",1910000,"S","Marshall","23/09/2017",10.2,3127,4,3,2,416,256,2014,"",-37.82671,145.11068,"Southern Metropolitan",5457,9
"1147","Taylors Lakes","21 Salvana Ct",4,"h",751000,"S","Barry","23/09/2017",15.5,3038,4,2,2,712,364,1998,"",-37.68646,144.77247,"Western Metropolitan",5336,25
"1148","Templestowe","21 Wood St",4,"h",910000,"PI","Woodards","23/09/2017",15.5,3106,4,2,2,520,170,1980,"",-37.75436,145.11939,"Eastern Metropolitan",6202,43
"1149","Vermont","8 Howqua Ct",4,"h",1260000,"S","Harcourts","23/09/2017",17.2,3133,4,2,3,682,166,1973,"",-37.84454,145.18881,"Eastern Metropolitan",4181,50
"1150","Vermont South","204 Hawthorn Rd",4,"h",1202000,"SP","Ray","23/09/2017",17.2,3133,4,2,2,650,159,1980,"",-37.84919,145.17436,"Eastern Metropolitan",4280,43
"1151","Wantirna South","7 Cathies La",5,"h",1180000,"S","Ray","23/09/2017",14.7,3152,5,2,4,738,258,1980,"",-37.86328,145.21477,"Eastern Metropolitan",7082,43
"1152","Werribee","32 Hooker Rd",3,"h",515000,"S","hockingstuart","23/09/2017",14.7,3030,3,2,1,517,115,1985,"",-37.89423,144.64131,"Western Metropolitan",16166,38
"1153","Wheelers Hill","2 Wattleglade Ct",5,"h",1660000,"S","Ray","23/09/2017",16.7,3150,5,2,2,790,291,1990,"",-37.90001,145.18688,"South-Eastern Metropolitan",7392,33
"1154","Ascot Vale","6 MacArthur Av",4,"h",1151000,"S","Bullen","26/08/2017",4.3,3032,4,2,2,290,178,2012,"",-37.77708,144.90914,"Western Metropolitan",6567,11
"1155","Blackburn South","117 Fulton Rd",3,"h",905000,"S","Ray","26/08/2017",13.4,3130,3,2,2,887,150,1990,"",-37.8429,145.14895,"Eastern Metropolitan",4387,33
"1156","Burnside","18 Fydler Av",3,"h",580000,"S","YPA","26/08/2017",14.8,3023,3,2,2,461,174,2000,"",-37.74518,144.74708,"Western Metropolitan",1607,23
"1157","Burwood","3 Aylwin Av",3,"h",1220000,"VB","Noel","26/08/2017",10.4,3125,3,2,2,261,151,2015,"",-37.84691,145.10029,"Southern Metropolitan",5678,8
"1158","Carnegie","59 Oakleigh Rd",3,"h",1400000,"PI","Jellis","26/08/2017",10.1,3163,3,2,3,818,193,2011,"",-37.89877,145.05132,"Southern Metropolitan",7822,12
"1159","Coolaroo","21 Norval Cr",3,"h",460000,"S","Stockdale","26/08/2017",17.4,3048,3,1,3,536,104,1975,"",-37.65704,144.92987,"Northern Metropolitan",1124,48
"1160","Eltham","16 Foster Rd",4,"h",1060000,"S","Buckingham","26/08/2017",18,3095,4,2,2,842,202,1980,"",-37.70562,145.16611,"Eastern Metropolitan",6990,43
"1161","Eltham North","45 Allison Cr",4,"h",905000,"S","Buckingham","26/08/2017",18,3095,4,2,0,2000,153,1975,"",-37.70232,145.1419,"Eastern Metropolitan",2346,48
"1162","Epping","8 Trumper Pl",4,"h",810000,"S","Barry","26/08/2017",19.6,3076,4,2,4,854,260,1995,"",-37.63904,145.0589,"Northern Metropolitan",10926,28
"1163","Hoppers Crossing","26 Abbotswood Dr",4,"h",602000,"S","hockingstuart","26/08/2017",18.4,3029,4,2,2,603,150,1985,"",-37.84958,144.67154,"Western Metropolitan",13830,38
"1164","Hoppers Crossing","80 Judkins Av",4,"h",567000,"PI","hockingstuart","26/08/2017",18.4,3029,4,2,3,632,180,1985,"",-37.86495,144.69719,"Western Metropolitan",13830,38
"1165","Keilor","71 Church St",4,"h",1125000,"PI","Daniel","26/08/2017",14.5,3036,4,2,4,556,250,1978,"",-37.72026,144.83143,"Western Metropolitan",2339,45
"1166","Keilor Downs","11 Turfan Cl",4,"h",7e+05,"PI","Barry","26/08/2017",15.5,3038,4,2,2,726,223,1980,"",-37.72649,144.80992,"Western Metropolitan",3656,43
"1167","Keilor East","7 Pumice Ct",3,"h",960000,"PI","Barry","26/08/2017",11.7,3033,3,2,2,404,175,2009,"",-37.73977,144.87734,"Western Metropolitan",5629,14
"1168","Kew","537 High St",3,"h",1750000,"VB","Kay","26/08/2017",5.4,3101,3,2,2,431,232,2006,"",-37.80121,145.04581,"Southern Metropolitan",10331,17
"1169","Maidstone","3 Wallace St",3,"h",735000,"S","Biggin","26/08/2017",6.4,3012,3,1,1,167,110,2010,"",-37.78817,144.87873,"Western Metropolitan",3873,13
"1170","Meadow Heights","17 Canadian Ct",3,"h",535000,"SP","Barry","26/08/2017",17.4,3048,3,1,4,572,105,1980,"",-37.65905,144.92347,"Northern Metropolitan",4704,43
"1171","Mount Waverley","17 Huntingtower Cr",6,"h",1840000,"S","Jellis","26/08/2017",14.2,3149,6,2,2,554,368,1999,"",-37.87591,145.13958,"Eastern Metropolitan",13366,24
"1172","Point Cook","21 Stoneyfell Rd",4,"h",527000,"SP","Point","26/08/2017",14.7,3030,4,2,2,400,136,2011,"",-37.90858,144.77771,"Western Metropolitan",15542,12
"1173","Reservoir","1 Don St",4,"h",1112000,"S","RW","26/08/2017",12,3073,4,2,10,1002,170,1985,"",-37.70671,145.03086,"Northern Metropolitan",21650,38
"1174","Reservoir","28 Manoel Av",4,"h",852000,"S","Stockdale","26/08/2017",12,3073,4,3,2,527,240,1980,"",-37.69968,145.03426,"Northern Metropolitan",21650,43
"1175","Ringwood","115 Loughnan Rd",3,"h",7e+05,"S","Ray","26/08/2017",19.9,3134,3,2,2,605,126,1977,"",-37.8101,145.21697,"Eastern Metropolitan",7785,46
